date,ticker,currency,close_price,source_type,note
2025-02-28,3067.HK,HKD,173.2069,synthetic,synthetic_v1_dataset_generator
2025-03-31,3067.HK,HKD,175.9912,synthetic,synthetic_v1_dataset_generator
2025-04-30,3067.HK,HKD,177.0136,synthetic,synthetic_v1_dataset_generator
2025-05-31,3067.HK,HKD,176.6018,synthetic,synthetic_v1_dataset_generator
2025-06-30,3067.HK,HKD,175.2903,synthetic,synthetic_v1_dataset_generator
2025-07-31,3067.HK,HKD,173.647,synthetic,synthetic_v1_dataset_generator
2025-08-31,3067.HK,HKD,172.1362,synthetic,synthetic_v1_dataset_generator
2025-09-30,3067.HK,HKD,171.0578,synthetic,synthetic_v1_dataset_generator
2025-10-31,3067.HK,HKD,170.5592,synthetic,synthetic_v1_dataset_generator
2025-11-30,3067.HK,HKD,170.6944,synthetic,synthetic_v1_dataset_generator
2025-12-31,3067.HK,HKD,171.4932,synthetic,synthetic_v1_dataset_generator
2026-01-31,3067.HK,HKD,173.013,synthetic,synthetic_v1_dataset_generator
2026-02-28,3067.HK,HKD,175.3502,synthetic,synthetic_v1_dataset_generator
2026-03-31,3067.HK,HKD,178.6059,synthetic,synthetic_v1_dataset_generator
2026-04-30,3067.HK,HKD,182.8143,synthetic,synthetic_v1_dataset_generator
2023-01-31,BABA,USD,137.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,BABA,USD,143.3928,synthetic,synthetic_v1_dataset_generator
2023-03-31,BABA,USD,150.2868,synthetic,synthetic_v1_dataset_generator
2023-04-30,BABA,USD,156.9842,synthetic,synthetic_v1_dataset_generator
2023-05-31,BABA,USD,162.8041,synthetic,synthetic_v1_dataset_generator
2023-06-30,BABA,USD,167.2105,synthetic,synthetic_v1_dataset_generator
2023-07-31,BABA,USD,169.9017,synthetic,synthetic_v1_dataset_generator
2023-08-31,BABA,USD,170.8247,synthetic,synthetic_v1_dataset_generator
2023-09-30,BABA,USD,170.118,synthetic,synthetic_v1_dataset_generator
2023-10-31,BABA,USD,168.0211,synthetic,synthetic_v1_dataset_generator
2023-11-30,BABA,USD,164.8012,synthetic,synthetic_v1_dataset_generator
2023-12-31,BABA,USD,160.7267,synthetic,synthetic_v1_dataset_generator
2024-01-31,BABA,USD,156.0851,synthetic,synthetic_v1_dataset_generator
2024-02-29,BABA,USD,151.2185,synthetic,synthetic_v1_dataset_generator
2024-03-31,BABA,USD,146.5415,synthetic,synthetic_v1_dataset_generator
2024-04-30,BABA,USD,142.5238,synthetic,synthetic_v1_dataset_generator
2024-05-31,BABA,USD,139.6368,synthetic,synthetic_v1_dataset_generator
2024-06-30,BABA,USD,138.2857,synthetic,synthetic_v1_dataset_generator
2024-07-31,BABA,USD,138.7468,synthetic,synthetic_v1_dataset_generator
2024-08-31,BABA,USD,141.1182,synthetic,synthetic_v1_dataset_generator
2024-09-30,BABA,USD,145.2852,synthetic,synthetic_v1_dataset_generator
2024-10-31,BABA,USD,150.8992,synthetic,synthetic_v1_dataset_generator
2024-11-30,BABA,USD,157.3842,synthetic,synthetic_v1_dataset_generator
2024-12-31,BABA,USD,163.9909,synthetic,synthetic_v1_dataset_generator
2025-01-31,BABA,USD,169.9172,synthetic,synthetic_v1_dataset_generator
2025-02-28,BABA,USD,174.4804,synthetic,synthetic_v1_dataset_generator
2025-03-31,BABA,USD,177.2852,synthetic,synthetic_v1_dataset_generator
2025-04-30,BABA,USD,178.3152,synthetic,synthetic_v1_dataset_generator
2025-05-31,BABA,USD,177.9003,synthetic,synthetic_v1_dataset_generator
2025-06-30,BABA,USD,176.5792,synthetic,synthetic_v1_dataset_generator
2025-07-31,BABA,USD,174.9238,synthetic,synthetic_v1_dataset_generator
2025-08-31,BABA,USD,173.4019,synthetic,synthetic_v1_dataset_generator
2025-09-30,BABA,USD,172.3155,synthetic,synthetic_v1_dataset_generator
2025-10-31,BABA,USD,171.8133,synthetic,synthetic_v1_dataset_generator
2025-11-30,BABA,USD,171.9495,synthetic,synthetic_v1_dataset_generator
2025-12-31,BABA,USD,172.7541,synthetic,synthetic_v1_dataset_generator
2026-01-31,BABA,USD,174.2851,synthetic,synthetic_v1_dataset_generator
2026-02-28,BABA,USD,176.6395,synthetic,synthetic_v1_dataset_generator
2026-03-31,BABA,USD,179.9191,synthetic,synthetic_v1_dataset_generator
2026-04-30,BABA,USD,184.1585,synthetic,synthetic_v1_dataset_generator
2023-01-31,PDD,USD,91.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,PDD,USD,95.2463,synthetic,synthetic_v1_dataset_generator
2023-03-31,PDD,USD,99.8255,synthetic,synthetic_v1_dataset_generator
2023-04-30,PDD,USD,104.2742,synthetic,synthetic_v1_dataset_generator
2023-05-31,PDD,USD,108.1399,synthetic,synthetic_v1_dataset_generator
2023-06-30,PDD,USD,111.0668,synthetic,synthetic_v1_dataset_generator
2023-07-31,PDD,USD,112.8544,synthetic,synthetic_v1_dataset_generator
2023-08-31,PDD,USD,113.4675,synthetic,synthetic_v1_dataset_generator
2023-09-30,PDD,USD,112.9981,synthetic,synthetic_v1_dataset_generator
2023-10-31,PDD,USD,111.6053,synthetic,synthetic_v1_dataset_generator
2023-11-30,PDD,USD,109.4665,synthetic,synthetic_v1_dataset_generator
2023-12-31,PDD,USD,106.76,synthetic,synthetic_v1_dataset_generator
2024-01-31,PDD,USD,103.677,synthetic,synthetic_v1_dataset_generator
2024-02-29,PDD,USD,100.4444,synthetic,synthetic_v1_dataset_generator
2024-03-31,PDD,USD,97.3378,synthetic,synthetic_v1_dataset_generator
2024-04-30,PDD,USD,94.6691,synthetic,synthetic_v1_dataset_generator
2024-05-31,PDD,USD,92.7514,synthetic,synthetic_v1_dataset_generator
2024-06-30,PDD,USD,91.854,synthetic,synthetic_v1_dataset_generator
2024-07-31,PDD,USD,92.1603,synthetic,synthetic_v1_dataset_generator
2024-08-31,PDD,USD,93.7355,synthetic,synthetic_v1_dataset_generator
2024-09-30,PDD,USD,96.5033,synthetic,synthetic_v1_dataset_generator
2024-10-31,PDD,USD,100.2323,synthetic,synthetic_v1_dataset_generator
2024-11-30,PDD,USD,104.5399,synthetic,synthetic_v1_dataset_generator
2024-12-31,PDD,USD,108.9282,synthetic,synthetic_v1_dataset_generator
2025-01-31,PDD,USD,112.8647,synthetic,synthetic_v1_dataset_generator
2025-02-28,PDD,USD,115.8958,synthetic,synthetic_v1_dataset_generator
2025-03-31,PDD,USD,117.7588,synthetic,synthetic_v1_dataset_generator
2025-04-30,PDD,USD,118.4429,synthetic,synthetic_v1_dataset_generator
2025-05-31,PDD,USD,118.1674,synthetic,synthetic_v1_dataset_generator
2025-06-30,PDD,USD,117.2898,synthetic,synthetic_v1_dataset_generator
2025-07-31,PDD,USD,116.1903,synthetic,synthetic_v1_dataset_generator
2025-08-31,PDD,USD,115.1794,synthetic,synthetic_v1_dataset_generator
2025-09-30,PDD,USD,114.4578,synthetic,synthetic_v1_dataset_generator
2025-10-31,PDD,USD,114.1242,synthetic,synthetic_v1_dataset_generator
2025-11-30,PDD,USD,114.2146,synthetic,synthetic_v1_dataset_generator
2025-12-31,PDD,USD,114.7491,synthetic,synthetic_v1_dataset_generator
2026-01-31,PDD,USD,115.766,synthetic,synthetic_v1_dataset_generator
2026-02-28,PDD,USD,117.3299,synthetic,synthetic_v1_dataset_generator
2026-03-31,PDD,USD,119.5083,synthetic,synthetic_v1_dataset_generator
2026-04-30,PDD,USD,122.3242,synthetic,synthetic_v1_dataset_generator
2023-01-31,JD,USD,87.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,JD,USD,91.0597,synthetic,synthetic_v1_dataset_generator
2023-03-31,JD,USD,95.4376,synthetic,synthetic_v1_dataset_generator
2023-04-30,JD,USD,99.6907,synthetic,synthetic_v1_dataset_generator
2023-05-31,JD,USD,103.3865,synthetic,synthetic_v1_dataset_generator
2023-06-30,JD,USD,106.1848,synthetic,synthetic_v1_dataset_generator
2023-07-31,JD,USD,107.8938,synthetic,synthetic_v1_dataset_generator
2023-08-31,JD,USD,108.4799,synthetic,synthetic_v1_dataset_generator
2023-09-30,JD,USD,108.0312,synthetic,synthetic_v1_dataset_generator
2023-10-31,JD,USD,106.6996,synthetic,synthetic_v1_dataset_generator
2023-11-30,JD,USD,104.6548,synthetic,synthetic_v1_dataset_generator
2023-12-31,JD,USD,102.0673,synthetic,synthetic_v1_dataset_generator
2024-01-31,JD,USD,99.1197,synthetic,synthetic_v1_dataset_generator
2024-02-29,JD,USD,96.0293,synthetic,synthetic_v1_dataset_generator
2024-03-31,JD,USD,93.0592,synthetic,synthetic_v1_dataset_generator
2024-04-30,JD,USD,90.5078,synthetic,synthetic_v1_dataset_generator
2024-05-31,JD,USD,88.6744,synthetic,synthetic_v1_dataset_generator
2024-06-30,JD,USD,87.8165,synthetic,synthetic_v1_dataset_generator
2024-07-31,JD,USD,88.1093,synthetic,synthetic_v1_dataset_generator
2024-08-31,JD,USD,89.6152,synthetic,synthetic_v1_dataset_generator
2024-09-30,JD,USD,92.2614,synthetic,synthetic_v1_dataset_generator
2024-10-31,JD,USD,95.8265,synthetic,synthetic_v1_dataset_generator
2024-11-30,JD,USD,99.9447,synthetic,synthetic_v1_dataset_generator
2024-12-31,JD,USD,104.1402,synthetic,synthetic_v1_dataset_generator
2025-01-31,JD,USD,107.9037,synthetic,synthetic_v1_dataset_generator
2025-02-28,JD,USD,110.8014,synthetic,synthetic_v1_dataset_generator
2025-03-31,JD,USD,112.5826,synthetic,synthetic_v1_dataset_generator
2025-04-30,JD,USD,113.2366,synthetic,synthetic_v1_dataset_generator
2025-05-31,JD,USD,112.9732,synthetic,synthetic_v1_dataset_generator
2025-06-30,JD,USD,112.1343,synthetic,synthetic_v1_dataset_generator
2025-07-31,JD,USD,111.083,synthetic,synthetic_v1_dataset_generator
2025-08-31,JD,USD,110.1165,synthetic,synthetic_v1_dataset_generator
2025-09-30,JD,USD,109.4267,synthetic,synthetic_v1_dataset_generator
2025-10-31,JD,USD,109.1077,synthetic,synthetic_v1_dataset_generator
2025-11-30,JD,USD,109.1942,synthetic,synthetic_v1_dataset_generator
2025-12-31,JD,USD,109.7052,synthetic,synthetic_v1_dataset_generator
2026-01-31,JD,USD,110.6774,synthetic,synthetic_v1_dataset_generator
2026-02-28,JD,USD,112.1725,synthetic,synthetic_v1_dataset_generator
2026-03-31,JD,USD,114.2552,synthetic,synthetic_v1_dataset_generator
2026-04-30,JD,USD,116.9474,synthetic,synthetic_v1_dataset_generator
2023-01-31,CNYA,USD,104.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,CNYA,USD,108.8529,synthetic,synthetic_v1_dataset_generator
2023-03-31,CNYA,USD,114.0863,synthetic,synthetic_v1_dataset_generator
2023-04-30,CNYA,USD,119.1705,synthetic,synthetic_v1_dataset_generator
2023-05-31,CNYA,USD,123.5885,synthetic,synthetic_v1_dataset_generator
2023-06-30,CNYA,USD,126.9335,synthetic,synthetic_v1_dataset_generator
2023-07-31,CNYA,USD,128.9765,synthetic,synthetic_v1_dataset_generator
2023-08-31,CNYA,USD,129.6772,synthetic,synthetic_v1_dataset_generator
2023-09-30,CNYA,USD,129.1407,synthetic,synthetic_v1_dataset_generator
2023-10-31,CNYA,USD,127.5489,synthetic,synthetic_v1_dataset_generator
2023-11-30,CNYA,USD,125.1046,synthetic,synthetic_v1_dataset_generator
2023-12-31,CNYA,USD,122.0115,synthetic,synthetic_v1_dataset_generator
2024-01-31,CNYA,USD,118.488,synthetic,synthetic_v1_dataset_generator
2024-02-29,CNYA,USD,114.7936,synthetic,synthetic_v1_dataset_generator
2024-03-31,CNYA,USD,111.2432,synthetic,synthetic_v1_dataset_generator
2024-04-30,CNYA,USD,108.1933,synthetic,synthetic_v1_dataset_generator
2024-05-31,CNYA,USD,106.0016,synthetic,synthetic_v1_dataset_generator
2024-06-30,CNYA,USD,104.976,synthetic,synthetic_v1_dataset_generator
2024-07-31,CNYA,USD,105.3261,synthetic,synthetic_v1_dataset_generator
2024-08-31,CNYA,USD,107.1263,synthetic,synthetic_v1_dataset_generator
2024-09-30,CNYA,USD,110.2895,synthetic,synthetic_v1_dataset_generator
2024-10-31,CNYA,USD,114.5512,synthetic,synthetic_v1_dataset_generator
2024-11-30,CNYA,USD,119.4741,synthetic,synthetic_v1_dataset_generator
2024-12-31,CNYA,USD,124.4894,synthetic,synthetic_v1_dataset_generator
2025-01-31,CNYA,USD,128.9883,synthetic,synthetic_v1_dataset_generator
2025-02-28,CNYA,USD,132.4523,synthetic,synthetic_v1_dataset_generator
2025-03-31,CNYA,USD,134.5815,synthetic,synthetic_v1_dataset_generator
2025-04-30,CNYA,USD,135.3633,synthetic,synthetic_v1_dataset_generator
2025-05-31,CNYA,USD,135.0484,synthetic,synthetic_v1_dataset_generator
2025-06-30,CNYA,USD,134.0455,synthetic,synthetic_v1_dataset_generator
2025-07-31,CNYA,USD,132.7889,synthetic,synthetic_v1_dataset_generator
2025-08-31,CNYA,USD,131.6336,synthetic,synthetic_v1_dataset_generator
2025-09-30,CNYA,USD,130.8089,synthetic,synthetic_v1_dataset_generator
2025-10-31,CNYA,USD,130.4276,synthetic,synthetic_v1_dataset_generator
2025-11-30,CNYA,USD,130.531,synthetic,synthetic_v1_dataset_generator
2025-12-31,CNYA,USD,131.1418,synthetic,synthetic_v1_dataset_generator
2026-01-31,CNYA,USD,132.304,synthetic,synthetic_v1_dataset_generator
2026-02-28,CNYA,USD,134.0913,synthetic,synthetic_v1_dataset_generator
2026-03-31,CNYA,USD,136.5809,synthetic,synthetic_v1_dataset_generator
2026-04-30,CNYA,USD,139.7991,synthetic,synthetic_v1_dataset_generator
2023-01-31,EWJ,USD,105.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,EWJ,USD,108.2982,synthetic,synthetic_v1_dataset_generator
2023-03-31,EWJ,USD,111.8523,synthetic,synthetic_v1_dataset_generator
2023-04-30,EWJ,USD,115.3697,synthetic,synthetic_v1_dataset_generator
2023-05-31,EWJ,USD,118.5677,synthetic,synthetic_v1_dataset_generator
2023-06-30,EWJ,USD,121.2183,synthetic,synthetic_v1_dataset_generator
2023-07-31,EWJ,USD,123.1762,synthetic,synthetic_v1_dataset_generator
2023-08-31,EWJ,USD,124.3845,synthetic,synthetic_v1_dataset_generator
2023-09-30,EWJ,USD,124.8591,synthetic,synthetic_v1_dataset_generator
2023-10-31,EWJ,USD,124.6628,synthetic,synthetic_v1_dataset_generator
2023-11-30,EWJ,USD,123.8848,synthetic,synthetic_v1_dataset_generator
2023-12-31,EWJ,USD,122.6329,synthetic,synthetic_v1_dataset_generator
2024-01-31,EWJ,USD,121.039,synthetic,synthetic_v1_dataset_generator
2024-02-29,EWJ,USD,119.2703,synthetic,synthetic_v1_dataset_generator
2024-03-31,EWJ,USD,117.5335,synthetic,synthetic_v1_dataset_generator
2024-04-30,EWJ,USD,116.0661,synthetic,synthetic_v1_dataset_generator
2024-05-31,EWJ,USD,115.1111,synthetic,synthetic_v1_dataset_generator
2024-06-30,EWJ,USD,114.8837,synthetic,synthetic_v1_dataset_generator
2024-07-31,EWJ,USD,115.5355,synthetic,synthetic_v1_dataset_generator
2024-08-31,EWJ,USD,117.1254,synthetic,synthetic_v1_dataset_generator
2024-09-30,EWJ,USD,119.6004,synthetic,synthetic_v1_dataset_generator
2024-10-31,EWJ,USD,122.79,synthetic,synthetic_v1_dataset_generator
2024-11-30,EWJ,USD,126.4188,synthetic,synthetic_v1_dataset_generator
2024-12-31,EWJ,USD,130.1412,synthetic,synthetic_v1_dataset_generator
2025-01-31,EWJ,USD,133.5983,synthetic,synthetic_v1_dataset_generator
2025-02-28,EWJ,USD,136.487,synthetic,synthetic_v1_dataset_generator
2025-03-31,EWJ,USD,138.622,synthetic,synthetic_v1_dataset_generator
2025-04-30,EWJ,USD,139.9681,synthetic,synthetic_v1_dataset_generator
2025-05-31,EWJ,USD,140.6307,synthetic,synthetic_v1_dataset_generator
2025-06-30,EWJ,USD,140.8103,synthetic,synthetic_v1_dataset_generator
2025-07-31,EWJ,USD,140.7408,synthetic,synthetic_v1_dataset_generator
2025-08-31,EWJ,USD,140.6349,synthetic,synthetic_v1_dataset_generator
2025-09-30,EWJ,USD,140.6542,synthetic,synthetic_v1_dataset_generator
2025-10-31,EWJ,USD,140.9056,synthetic,synthetic_v1_dataset_generator
2025-11-30,EWJ,USD,141.457,synthetic,synthetic_v1_dataset_generator
2025-12-31,EWJ,USD,142.3609,synthetic,synthetic_v1_dataset_generator
2026-01-31,EWJ,USD,143.6712,synthetic,synthetic_v1_dataset_generator
2026-02-28,EWJ,USD,145.4449,synthetic,synthetic_v1_dataset_generator
2026-03-31,EWJ,USD,147.7261,synthetic,synthetic_v1_dataset_generator
2026-04-30,EWJ,USD,150.5145,synthetic,synthetic_v1_dataset_generator
2023-01-31,INDA,USD,89.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,INDA,USD,92.5623,synthetic,synthetic_v1_dataset_generator
2023-03-31,INDA,USD,96.5729,synthetic,synthetic_v1_dataset_generator
2023-04-30,INDA,USD,100.7203,synthetic,synthetic_v1_dataset_generator
2023-05-31,INDA,USD,104.6896,synthetic,synthetic_v1_dataset_generator
2023-06-30,INDA,USD,108.2134,synthetic,synthetic_v1_dataset_generator
2023-07-31,INDA,USD,111.1046,synthetic,synthetic_v1_dataset_generator
2023-08-31,INDA,USD,113.2616,synthetic,synthetic_v1_dataset_generator
2023-09-30,INDA,USD,114.647,synthetic,synthetic_v1_dataset_generator
2023-10-31,INDA,USD,115.2576,synthetic,synthetic_v1_dataset_generator
2023-11-30,INDA,USD,115.105,synthetic,synthetic_v1_dataset_generator
2023-12-31,INDA,USD,114.2204,synthetic,synthetic_v1_dataset_generator
2024-01-31,INDA,USD,112.6816,synthetic,synthetic_v1_dataset_generator
2024-02-29,INDA,USD,110.6448,synthetic,synthetic_v1_dataset_generator
2024-03-31,INDA,USD,108.3612,synthetic,synthetic_v1_dataset_generator
2024-04-30,INDA,USD,106.1629,synthetic,synthetic_v1_dataset_generator
2024-05-31,INDA,USD,104.4175,synthetic,synthetic_v1_dataset_generator
2024-06-30,INDA,USD,103.4693,synthetic,synthetic_v1_dataset_generator
2024-07-31,INDA,USD,103.5833,synthetic,synthetic_v1_dataset_generator
2024-08-31,INDA,USD,104.9044,synthetic,synthetic_v1_dataset_generator
2024-09-30,INDA,USD,107.434,synthetic,synthetic_v1_dataset_generator
2024-10-31,INDA,USD,111.0205,synthetic,synthetic_v1_dataset_generator
2024-11-30,INDA,USD,115.3669,synthetic,synthetic_v1_dataset_generator
2024-12-31,INDA,USD,120.0634,synthetic,synthetic_v1_dataset_generator
2025-01-31,INDA,USD,124.65,synthetic,synthetic_v1_dataset_generator
2025-02-28,INDA,USD,128.7052,synthetic,synthetic_v1_dataset_generator
2025-03-31,INDA,USD,131.9362,synthetic,synthetic_v1_dataset_generator
2025-04-30,INDA,USD,134.2358,synthetic,synthetic_v1_dataset_generator
2025-05-31,INDA,USD,135.6824,synthetic,synthetic_v1_dataset_generator
2025-06-30,INDA,USD,136.4832,synthetic,synthetic_v1_dataset_generator
2025-07-31,INDA,USD,136.8919,synthetic,synthetic_v1_dataset_generator
2025-08-31,INDA,USD,137.1352,synthetic,synthetic_v1_dataset_generator
2025-09-30,INDA,USD,137.3759,synthetic,synthetic_v1_dataset_generator
2025-10-31,INDA,USD,137.7156,synthetic,synthetic_v1_dataset_generator
2025-11-30,INDA,USD,138.2275,synthetic,synthetic_v1_dataset_generator
2025-12-31,INDA,USD,138.9972,synthetic,synthetic_v1_dataset_generator
2026-01-31,INDA,USD,140.1501,synthetic,synthetic_v1_dataset_generator
2026-02-28,INDA,USD,141.851,synthetic,synthetic_v1_dataset_generator
2026-03-31,INDA,USD,144.2717,synthetic,synthetic_v1_dataset_generator
2026-04-30,INDA,USD,147.5345,synthetic,synthetic_v1_dataset_generator
2023-01-31,EWY,USD,120.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,EWY,USD,124.524,synthetic,synthetic_v1_dataset_generator
2023-03-31,EWY,USD,129.2997,synthetic,synthetic_v1_dataset_generator
2023-04-30,EWY,USD,133.8834,synthetic,synthetic_v1_dataset_generator
2023-05-31,EWY,USD,137.8571,synthetic,synthetic_v1_dataset_generator
2023-06-30,EWY,USD,140.9024,synthetic,synthetic_v1_dataset_generator
2023-07-31,EWY,USD,142.8473,synthetic,synthetic_v1_dataset_generator
2023-08-31,EWY,USD,143.6706,synthetic,synthetic_v1_dataset_generator
2023-09-30,EWY,USD,143.4672,synthetic,synthetic_v1_dataset_generator
2023-10-31,EWY,USD,142.3967,synthetic,synthetic_v1_dataset_generator
2023-11-30,EWY,USD,140.6398,synthetic,synthetic_v1_dataset_generator
2023-12-31,EWY,USD,138.3806,synthetic,synthetic_v1_dataset_generator
2024-01-31,EWY,USD,135.8128,synthetic,synthetic_v1_dataset_generator
2024-02-29,EWY,USD,133.1583,synthetic,synthetic_v1_dataset_generator
2024-03-31,EWY,USD,130.678,synthetic,synthetic_v1_dataset_generator
2024-04-30,EWY,USD,128.665,synthetic,synthetic_v1_dataset_generator
2024-05-31,EWY,USD,127.4155,synthetic,synthetic_v1_dataset_generator
2024-06-30,EWY,USD,127.1871,synthetic,synthetic_v1_dataset_generator
2024-07-31,EWY,USD,128.1544,synthetic,synthetic_v1_dataset_generator
2024-08-31,EWY,USD,130.3705,synthetic,synthetic_v1_dataset_generator
2024-09-30,EWY,USD,133.7399,synthetic,synthetic_v1_dataset_generator
2024-10-31,EWY,USD,138.0078,synthetic,synthetic_v1_dataset_generator
2024-11-30,EWY,USD,142.7739,synthetic,synthetic_v1_dataset_generator
2024-12-31,EWY,USD,147.5407,synthetic,synthetic_v1_dataset_generator
2025-01-31,EWY,USD,151.7984,synthetic,synthetic_v1_dataset_generator
2025-02-28,EWY,USD,155.1315,synthetic,synthetic_v1_dataset_generator
2025-03-31,EWY,USD,157.3143,synthetic,synthetic_v1_dataset_generator
2025-04-30,EWY,USD,158.3556,synthetic,synthetic_v1_dataset_generator
2025-05-31,EWY,USD,158.4743,synthetic,synthetic_v1_dataset_generator
2025-06-30,EWY,USD,158.017,synthetic,synthetic_v1_dataset_generator
2025-07-31,EWY,USD,157.3557,synthetic,synthetic_v1_dataset_generator
2025-08-31,EWY,USD,156.8041,synthetic,synthetic_v1_dataset_generator
2025-09-30,EWY,USD,156.5761,synthetic,synthetic_v1_dataset_generator
2025-10-31,EWY,USD,156.7873,synthetic,synthetic_v1_dataset_generator
2025-11-30,EWY,USD,157.4864,synthetic,synthetic_v1_dataset_generator
2025-12-31,EWY,USD,158.6953,synthetic,synthetic_v1_dataset_generator
2026-01-31,EWY,USD,160.4407,synthetic,synthetic_v1_dataset_generator
2026-02-28,EWY,USD,162.7614,synthetic,synthetic_v1_dataset_generator
2026-03-31,EWY,USD,165.6893,synthetic,synthetic_v1_dataset_generator
2026-04-30,EWY,USD,169.2063,synthetic,synthetic_v1_dataset_generator
2023-01-31,EWS,USD,114.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,EWS,USD,118.407,synthetic,synthetic_v1_dataset_generator
2023-03-31,EWS,USD,122.9073,synthetic,synthetic_v1_dataset_generator
2023-04-30,EWS,USD,127.0722,synthetic,synthetic_v1_dataset_generator
2023-05-31,EWS,USD,130.5178,synthetic,synthetic_v1_dataset_generator
2023-06-30,EWS,USD,132.9779,synthetic,synthetic_v1_dataset_generator
2023-07-31,EWS,USD,134.3462,synthetic,synthetic_v1_dataset_generator
2023-08-31,EWS,USD,134.6707,synthetic,synthetic_v1_dataset_generator
2023-09-30,EWS,USD,134.1094,synthetic,synthetic_v1_dataset_generator
2023-10-31,EWS,USD,132.8693,synthetic,synthetic_v1_dataset_generator
2023-11-30,EWS,USD,131.1581,synthetic,synthetic_v1_dataset_generator
2023-12-31,EWS,USD,129.1635,synthetic,synthetic_v1_dataset_generator
2024-01-31,EWS,USD,127.0595,synthetic,synthetic_v1_dataset_generator
2024-02-29,EWS,USD,125.0265,synthetic,synthetic_v1_dataset_generator
2024-03-31,EWS,USD,123.2687,synthetic,synthetic_v1_dataset_generator
2024-04-30,EWS,USD,122.0146,synthetic,synthetic_v1_dataset_generator
2024-05-31,EWS,USD,121.4975,synthetic,synthetic_v1_dataset_generator
2024-06-30,EWS,USD,121.9209,synthetic,synthetic_v1_dataset_generator
2024-07-31,EWS,USD,123.4177,synthetic,synthetic_v1_dataset_generator
2024-08-31,EWS,USD,126.0117,synthetic,synthetic_v1_dataset_generator
2024-09-30,EWS,USD,129.5893,synthetic,synthetic_v1_dataset_generator
2024-10-31,EWS,USD,133.8885,synthetic,synthetic_v1_dataset_generator
2024-11-30,EWS,USD,138.514,synthetic,synthetic_v1_dataset_generator
2024-12-31,EWS,USD,142.9899,synthetic,synthetic_v1_dataset_generator
2025-01-31,EWS,USD,146.8469,synthetic,synthetic_v1_dataset_generator
2025-02-28,EWS,USD,149.728,synthetic,synthetic_v1_dataset_generator
2025-03-31,EWS,USD,151.4753,synthetic,synthetic_v1_dataset_generator
2025-04-30,EWS,USD,152.1636,synthetic,synthetic_v1_dataset_generator
2025-05-31,EWS,USD,152.063,synthetic,synthetic_v1_dataset_generator
2025-06-30,EWS,USD,151.549,synthetic,synthetic_v1_dataset_generator
2025-07-31,EWS,USD,150.9996,synthetic,synthetic_v1_dataset_generator
2025-08-31,EWS,USD,150.7157,synthetic,synthetic_v1_dataset_generator
2025-09-30,EWS,USD,150.8844,synthetic,synthetic_v1_dataset_generator
2025-10-31,EWS,USD,151.5848,synthetic,synthetic_v1_dataset_generator
2025-11-30,EWS,USD,152.8213,synthetic,synthetic_v1_dataset_generator
2025-12-31,EWS,USD,154.566,synthetic,synthetic_v1_dataset_generator
2026-01-31,EWS,USD,156.7937,synthetic,synthetic_v1_dataset_generator
2026-02-28,EWS,USD,159.4941,synthetic,synthetic_v1_dataset_generator
2026-03-31,EWS,USD,162.6578,synthetic,synthetic_v1_dataset_generator
2026-04-30,EWS,USD,166.2389,synthetic,synthetic_v1_dataset_generator
2023-01-31,EEM,USD,90.0,synthetic,synthetic_v1_dataset_generator
2023-02-28,EEM,USD,92.6194,synthetic,synthetic_v1_dataset_generator
2023-03-31,EEM,USD,95.5152,synthetic,synthetic_v1_dataset_generator
2023-04-30,EEM,USD,98.4651,synthetic,synthetic_v1_dataset_generator
2023-05-31,EEM,USD,101.2499,synthetic,synthetic_v1_dataset_generator
2023-06-30,EEM,USD,103.6865,synthetic,synthetic_v1_dataset_generator
2023-07-31,EEM,USD,105.6479,synthetic,synthetic_v1_dataset_generator
2023-08-31,EEM,USD,107.0661,synthetic,synthetic_v1_dataset_generator
2023-09-30,EEM,USD,107.9215,synthetic,synthetic_v1_dataset_generator
2023-10-31,EEM,USD,108.225,synthetic,synthetic_v1_dataset_generator
2023-11-30,EEM,USD,108.0066,synthetic,synthetic_v1_dataset_generator
2023-12-31,EEM,USD,107.3156,synthetic,synthetic_v1_dataset_generator
2024-01-31,EEM,USD,106.2311,synthetic,synthetic_v1_dataset_generator
2024-02-29,EEM,USD,104.8764,synthetic,synthetic_v1_dataset_generator
2024-03-31,EEM,USD,103.4246,synthetic,synthetic_v1_dataset_generator
2024-04-30,EEM,USD,102.0904,synthetic,synthetic_v1_dataset_generator
2024-05-31,EEM,USD,101.1047,synthetic,synthetic_v1_dataset_generator
2024-06-30,EEM,USD,100.681,synthetic,synthetic_v1_dataset_generator
2024-07-31,EEM,USD,100.9798,synthetic,synthetic_v1_dataset_generator
2024-08-31,EEM,USD,102.0811,synthetic,synthetic_v1_dataset_generator
2024-09-30,EEM,USD,103.9669,synthetic,synthetic_v1_dataset_generator
2024-10-31,EEM,USD,106.5165,synthetic,synthetic_v1_dataset_generator
