date,fund_id,fund_name,nav_usd_m,investment_geography,mandate_sector,strategy,source
2024-10-31,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,23.9536,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2024-11-30,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,24.2935,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2024-12-31,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,24.662,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2025-01-31,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,25.0345,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2025-02-28,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,25.3885,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2025-03-31,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,25.707,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2025-04-30,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,25.9811,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2025-05-31,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,26.2093,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2025-06-30,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,26.3961,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2025-07-31,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,26.55,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2025-08-31,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,26.6803,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2025-09-30,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,26.7965,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2025-10-31,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,26.9071,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2025-11-30,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,27.021,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2025-12-31,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,27.148,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2026-01-31,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,27.2991,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2026-02-28,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,27.4857,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2026-03-31,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,27.7174,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2026-04-30,PF_DRAGONBRIDGE,DragonBridge Greater China Fund,28.0,Greater China,Consumer / Industrials,Asia Buyout / Greater China,synthetic_v1_dataset_generator
2023-01-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,12.7074,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2023-02-28,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,12.9714,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2023-03-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,13.2553,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2023-04-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,13.5392,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2023-05-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,13.8051,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2023-06-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.0389,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2023-07-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.2323,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2023-08-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.3821,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2023-09-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.4886,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2023-10-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.5539,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2023-11-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.5807,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2023-12-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.5722,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2024-01-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.5333,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2024-02-29,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.4725,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2024-03-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.4025,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2024-04-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.3406,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2024-05-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.3064,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2024-06-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.3189,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2024-07-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.3929,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2024-08-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.5359,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2024-09-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,14.7462,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2024-10-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,15.0124,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2024-11-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,15.3147,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2024-12-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,15.6282,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2025-01-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,15.9273,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2025-02-28,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,16.1908,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2025-03-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,16.4058,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2025-04-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,16.5698,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2025-05-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,16.6893,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2025-06-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,16.7768,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2025-07-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,16.8467,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2025-08-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,16.9117,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2025-09-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,16.981,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2025-10-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,17.0604,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2025-11-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,17.1536,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2025-12-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,17.2645,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2026-01-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,17.3982,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2026-02-28,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,17.5615,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2026-03-31,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,17.7609,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2026-04-30,PF_BLUE_HORIZON_III,Blue Horizon Ventures III,18.0,North America,Information Technology,US Technology VC,synthetic_v1_dataset_generator
2023-01-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,14.1193,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2023-02-28,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,14.4127,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2023-03-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,14.7281,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2023-04-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,15.0436,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2023-05-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,15.339,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2023-06-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,15.5988,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2023-07-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,15.8137,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2023-08-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,15.9801,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2023-09-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,16.0984,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2023-10-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,16.171,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2023-11-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,16.2008,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2023-12-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,16.1913,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2024-01-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,16.1481,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2024-02-29,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,16.0805,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2024-03-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,16.0028,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2024-04-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,15.9341,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2024-05-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,15.896,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2024-06-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,15.9099,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2024-07-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,15.9921,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2024-08-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,16.151,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2024-09-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,16.3847,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2024-10-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,16.6804,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2024-11-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,17.0164,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2024-12-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,17.3647,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2025-01-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,17.697,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2025-02-28,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,17.9897,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2025-03-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,18.2287,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2025-04-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,18.4109,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2025-05-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,18.5437,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2025-06-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,18.6409,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2025-07-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,18.7186,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2025-08-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,18.7908,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2025-09-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,18.8678,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2025-10-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,18.956,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2025-11-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,19.0596,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2025-12-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,19.1827,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2026-01-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,19.3313,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2026-02-28,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,19.5127,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2026-03-31,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,19.7343,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2026-04-30,PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,20.0,Global / Multi-region,Information Technology / Consumer,Global Growth Equity,synthetic_v1_dataset_generator
2023-01-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,7.0597,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2023-02-28,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,7.2063,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2023-03-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,7.364,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2023-04-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,7.5218,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2023-05-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,7.6695,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2023-06-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,7.7994,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2023-07-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,7.9068,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2023-08-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,7.99,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2023-09-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.0492,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2023-10-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.0855,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2023-11-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.1004,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2023-12-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.0956,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2024-01-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.0741,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2024-02-29,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.0403,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2024-03-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.0014,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2024-04-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,7.967,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2024-05-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,7.948,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2024-06-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,7.9549,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2024-07-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,7.996,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2024-08-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.0755,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2024-09-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.1923,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2024-10-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.3402,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2024-11-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.5082,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2024-12-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.6823,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2025-01-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.8485,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2025-02-28,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,8.9949,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2025-03-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.1144,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2025-04-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.2055,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2025-05-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.2718,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2025-06-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.3205,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2025-07-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.3593,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2025-08-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.3954,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2025-09-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.4339,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2025-10-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.478,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2025-11-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.5298,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2025-12-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.5914,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2026-01-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.6657,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2026-02-28,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.7564,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2026-03-31,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,9.8671,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2026-04-30,PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,10.0,Southeast Asia,Information Technology / Consumer,Southeast Asia VC,synthetic_v1_dataset_generator
2023-01-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,8.4716,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2023-02-28,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,8.6476,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2023-03-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,8.8368,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2023-04-30,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.0261,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2023-05-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.2034,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2023-06-30,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.3593,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2023-07-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.4882,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2023-08-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.5881,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2023-09-30,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.659,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2023-10-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.7026,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2023-11-30,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.7205,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2023-12-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.7148,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2024-01-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.6889,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2024-02-29,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.6483,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2024-03-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.6017,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2024-04-30,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.5604,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2024-05-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.5376,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2024-06-30,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.5459,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2024-07-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.5952,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2024-08-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.6906,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2024-09-30,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,9.8308,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2024-10-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,10.0083,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2024-11-30,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,10.2098,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2024-12-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,10.4188,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2025-01-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,10.6182,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2025-02-28,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,10.7938,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2025-03-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,10.9372,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2025-04-30,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,11.0466,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2025-05-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,11.1262,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2025-06-30,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,11.1845,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2025-07-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,11.2311,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2025-08-31,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,11.2745,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
2025-09-30,PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,11.3207,India,Information Technology,India Digital Growth,synthetic_v1_dataset_generator
