date,position_id,holding_id,holding_name,instrument_type,position_side,market_value_usd_m,signed_notional_usd_m,gross_notional_usd_m,delta_adjusted_exposure_usd_m,current_exposure_basis,nav_weight,gross_weight,net_weight,asset_class,sub_asset_class,gics_sector_pti,gics_industry_group_pti,region_taxonomy_pti,market_cap_bucket_pti,liquidity_bucket,underlying_reference,lookthrough_method,classification_status
2023-06-30,H_SPY,H_SPY,SPDR S&P 500 ETF,etf,long,30.2619,30.2619,30.2619,30.2619,etf,0.04848973415321666,0.04848973415321666,0.04848973415321666,Global Public Equities,US Large Cap Core,Multi-Sector / Diversified,Broad Market ETF,North America,Multi Cap,Liquid,SPY,lookthrough,lookthrough
2023-06-30,H_SPY_PUT,H_SPY_PUT,S&P 500 Protective Put Overlay,listed_option,long,1.5131,-6.0524,9.0786,-6.0524,delta_adjusted_exposure,0.0024244947193412217,0.014546968316047331,-0.009697978877364887,Global Public Equities,Options Overlay,Multi-Sector / Diversified,Equity Index Option,North America,Multi Cap,Liquid,SPY,underlying_proxy,proxy
2023-06-30,H_TLT,H_TLT,iShares 20+ Year Treasury Bond ETF,etf,long,12.9271,12.9271,12.9271,12.9271,etf,0.020713558711516693,0.020713558711516693,0.020713558711516693,Fixed Income & Liquid Credit,Long Duration Treasuries,Fixed Income / Sovereign,Government Bonds,North America,Non-classifiable,Liquid,TLT,benchmark_proxy,proxy
2023-06-30,H_VNQ,H_VNQ,US Listed REIT ETF Proxy,etf,long,5.3573,5.3573,5.3573,5.3573,etf,0.008584195069675983,0.008584195069675983,0.008584195069675983,Hedge Funds / Absolute Return,Listed Real Estate,Real Estate,REITs,North America,Mid Cap,Liquid,VNQ,lookthrough,lookthrough
2023-07-31,H_2800HK,H_2800HK,Tracker Fund of Hong Kong ETF,etf,long,11.071,11.071,11.071,11.071,etf,0.017508000053768583,0.017508000053768583,0.017508000053768583,Global Public Equities,Hong Kong Broad Market,Multi-Sector / Diversified,Hong Kong Equity ETF,Greater China,Large Cap,Liquid,2800.HK,lookthrough,lookthrough
2023-07-31,H_ACWI,H_ACWI,iShares MSCI ACWI ETF,etf,long,16.0633,16.0633,16.0633,16.0633,etf,0.025402967867735608,0.025402967867735608,0.025402967867735608,Global Public Equities,Global Equity Core,Multi-Sector / Diversified,Broad Market ETF,Global / Multi-region,Multi Cap,Liquid,ACWI,lookthrough,lookthrough
2023-07-31,H_AGG,H_AGG,iShares Core US Aggregate Bond ETF,etf,long,22.3694,22.3694,22.3694,22.3694,etf,0.03537561705381365,0.03537561705381365,0.03537561705381365,Fixed Income & Liquid Credit,US Aggregate Bonds,Fixed Income / Credit,Aggregate Bonds,North America,Non-classifiable,Liquid,AGG,benchmark_proxy,proxy
2023-07-31,H_BABA,H_BABA,Alibaba ADR,equity,long,6.4581,6.4581,6.4581,6.4581,equity,0.010213026388514398,0.010213026388514398,0.010213026388514398,Global Public Equities,China Internet ADR,Consumer Discretionary,Broadline Retail,Greater China,Large Cap,Liquid,BABA,direct,direct
2023-07-31,H_BIL,H_BIL,SPDR 1-3 Month T-Bill ETF,etf,long,7.4565,7.4565,7.4565,7.4565,etf,0.011791925065569997,0.011791925065569997,0.011791925065569997,Fixed Income & Liquid Credit,Treasury Bills,Fixed Income / Sovereign,Treasury Bills,North America,Non-classifiable,Liquid,BIL,benchmark_proxy,proxy
2023-07-31,H_BRKB,H_BRKB,Berkshire Hathaway Class B,equity,long,9.3073,9.3073,9.3073,9.3073,equity,0.01471883379102523,0.01471883379102523,0.01471883379102523,Global Public Equities,US Quality Compounder,Financials,Multi-Sector Holdings,North America,Mega Cap,Liquid,BRK.B,direct,direct
2023-07-31,H_CASH_HKD,H_CASH_HKD,HKD Working Capital,cash,long,2.3036,2.3036,2.3036,2.3036,cash,0.0036429797600814116,0.0036429797600814116,0.0036429797600814116,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2023-07-31,H_CASH_JPY,H_CASH_JPY,JPY Treasury Buffer,cash,long,1.5357,1.5357,1.5357,1.5357,cash,0.002428600459088828,0.002428600459088828,0.002428600459088828,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2023-07-31,H_CASH_OPS_USD,H_CASH_OPS_USD,USD Operating Cash,cash,long,11.5181,11.5181,11.5181,11.5181,cash,0.018215056943303398,0.018215056943303398,0.018215056943303398,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2023-07-31,H_CASH_RESERVE_USD,H_CASH_RESERVE_USD,USD Liquidity Reserve,cash,long,4.3193,4.3193,4.3193,4.3193,cash,0.006830666121600817,0.006830666121600817,0.006830666121600817,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2023-07-31,H_CASH_SGD,H_CASH_SGD,SGD Near-Term Reserve,cash,long,1.9197,1.9197,1.9197,1.9197,cash,0.0030358691810332896,0.0030358691810332896,0.0030358691810332896,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2023-07-31,H_CNYA,H_CNYA,iShares MSCI China A ETF,etf,long,7.3807,7.3807,7.3807,7.3807,etf,0.011672052750144503,0.011672052750144503,0.011672052750144503,Global Public Equities,China A-Shares,Multi-Sector / Diversified,China A-Shares ETF,Greater China,All Cap,Liquid,CNYA,lookthrough,lookthrough
2023-07-31,H_DBC,H_DBC,Broad Commodities ETF Proxy,etf,long,7.2235,7.2235,7.2235,7.2235,etf,0.011423452117098488,0.011423452117098488,0.011423452117098488,Hedge Funds / Absolute Return,Commodities,Commodities,Broad Commodities,Global / Multi-region,Non-classifiable,Liquid,DBC,benchmark_proxy,proxy
2023-07-31,H_DBMF,H_DBMF,Managed Futures ETF Proxy,etf,long,9.0294,9.0294,9.0294,9.0294,etf,0.014279354682097196,0.014279354682097196,0.014279354682097196,Hedge Funds / Absolute Return,Managed Futures,Multi-Strategy,Managed Futures,Global / Multi-region,Non-classifiable,Liquid,DBMF,benchmark_proxy,proxy
2023-07-31,H_EEM,H_EEM,iShares MSCI Emerging Markets ETF,etf,long,5.6222,5.6222,5.6222,5.6222,etf,0.008891109918010814,0.008891109918010814,0.008891109918010814,Global Public Equities,Emerging Markets Core,Multi-Sector / Diversified,EM Equity ETF,Global / Multi-region,All Cap,Liquid,EEM,lookthrough,lookthrough
2023-07-31,H_EMB,H_EMB,iShares Emerging Markets Bond ETF,etf,long,7.4565,7.4565,7.4565,7.4565,etf,0.011791925065569997,0.011791925065569997,0.011791925065569997,Fixed Income & Liquid Credit,EM Sovereign / Credit,Fixed Income / Credit,EM Debt,Global / Multi-region,Non-classifiable,Liquid,EMB,benchmark_proxy,proxy
2023-07-31,H_ES_SHORT,H_ES_SHORT,S&P 500 Overlay Short Future,future,short,2.3268,-13.960799999999999,13.960799999999999,-13.960799999999999,signed_notional,0.003679668912032223,0.022078013472193337,-0.022078013472193337,Global Public Equities,Equity Index Overlay,Multi-Sector / Diversified,Equity Index Future,North America,Multi Cap,Liquid,SPY,underlying_proxy,proxy
2023-07-31,H_EWJ,H_EWJ,iShares MSCI Japan ETF,etf,long,5.7286,5.7286,5.7286,5.7286,etf,0.00905937395971626,0.00905937395971626,0.00905937395971626,Global Public Equities,Japan Equities,Multi-Sector / Diversified,Japan Equity ETF,Japan,Large Cap,Liquid,EWJ,lookthrough,lookthrough
2023-07-31,H_EWS,H_EWS,iShares MSCI Singapore ETF,etf,long,2.4245,2.4245,2.4245,2.4245,etf,0.0038341745217561137,0.0038341745217561137,0.0038341745217561137,Global Public Equities,Southeast Asia Equities,Multi-Sector / Diversified,Southeast Asia Equity ETF,Southeast Asia,Large Cap,Liquid,EWS,lookthrough,lookthrough
2023-07-31,H_EWY,H_EWY,iShares MSCI South Korea ETF,etf,long,4.2211,4.2211,4.2211,4.2211,etf,0.0066753697973952275,0.0066753697973952275,0.0066753697973952275,Global Public Equities,Korea Equities,Multi-Sector / Diversified,Korea Equity ETF,Korea,Large Cap,Liquid,EWY,lookthrough,lookthrough
2023-07-31,H_GLD,H_GLD,SPDR Gold Shares,etf,long,8.9054,8.9054,8.9054,8.9054,etf,0.014083257490635962,0.014083257490635962,0.014083257490635962,Hedge Funds / Absolute Return,Gold / Defensive,Commodities / Precious Metals,Gold,Global / Multi-region,Non-classifiable,Liquid,GLD,benchmark_proxy,proxy
2023-07-31,H_GMACRO,H_GMACRO,Global Macro Hedge Fund Sleeve,fund,long,16.2529,16.2529,16.2529,16.2529,fund,0.025702806799195684,0.025702806799195684,0.025702806799195684,Hedge Funds / Absolute Return,Global Macro,Multi-Strategy,Global Macro,Global / Multi-region,Non-classifiable,Semi-Liquid,GMACRO,mandate_proxy,proxy
2023-07-31,H_GOOGL,H_GOOGL,Alphabet Class A,equity,long,6.9805,6.9805,6.9805,6.9805,equity,0.01103916487899301,0.01103916487899301,0.01103916487899301,Global Public Equities,US Mega-cap Technology,Communication Services,Interactive Media,North America,Mega Cap,Liquid,GOOGL,direct,direct
2023-07-31,H_HSI_FUT,H_HSI_FUT,Hang Seng Index Tactical Long Future,future,long,2.3065,8.3034,8.3034,8.3034,signed_notional,0.0036475659040752636,0.013131237254670946,0.013131237254670946,Global Public Equities,Greater China Tactical Overlay,Multi-Sector / Diversified,Equity Index Future,Greater China,Large Cap,Liquid,2800.HK,underlying_proxy,proxy
2023-07-31,H_HSTECH,H_HSTECH,Hang Seng TECH ETF-style Exposure,etf,long,9.2258,9.2258,9.2258,9.2258,etf,0.014589947330508373,0.014589947330508373,0.014589947330508373,Global Public Equities,Hong Kong / China Technology,Information Technology,Technology ETF,Greater China,Large Cap,Liquid,3067.HK,lookthrough,lookthrough
2023-07-31,H_HYG,H_HYG,iShares High Yield Corporate Bond ETF,etf,long,8.3885,8.3885,8.3885,8.3885,etf,0.013265816859456036,0.013265816859456036,0.013265816859456036,Fixed Income & Liquid Credit,High Yield Credit,Fixed Income / Credit,High Yield Credit,North America,Non-classifiable,Liquid,HYG,benchmark_proxy,proxy
2023-07-31,H_IGIB,H_IGIB,iShares 5-10 Year Investment Grade Corporate Bond ETF,etf,long,11.1847,11.1847,11.1847,11.1847,etf,0.017687808526906827,0.017687808526906827,0.017687808526906827,Fixed Income & Liquid Credit,Investment Grade Credit,Fixed Income / Credit,Investment Grade Credit,North America,Non-classifiable,Liquid,IGIB,benchmark_proxy,proxy
2023-07-31,H_INDA,H_INDA,iShares MSCI India ETF,etf,long,5.2715,5.2715,5.2715,5.2715,etf,0.008336502780547473,0.008336502780547473,0.008336502780547473,Global Public Equities,India Equities,Multi-Sector / Diversified,India Equity ETF,India,All Cap,Liquid,INDA,lookthrough,lookthrough
2023-07-31,H_JD,H_JD,JD.com ADR,equity,long,4.6129,4.6129,4.6129,4.6129,equity,0.0072949736652541865,0.0072949736652541865,0.0072949736652541865,Global Public Equities,China E-commerce ADR,Consumer Discretionary,Broadline Retail,Greater China,Large Cap,Liquid,JD,direct,direct
2023-07-31,H_LQD,H_LQD,iShares Investment Grade Corporate Bond ETF,etf,long,7.4565,7.4565,7.4565,7.4565,etf,0.011791925065569997,0.011791925065569997,0.011791925065569997,Fixed Income & Liquid Credit,Investment Grade Credit,Fixed Income / Credit,Investment Grade Credit,North America,Non-classifiable,Liquid,LQD,benchmark_proxy,proxy
2023-07-31,H_MKTNEUT,H_MKTNEUT,Equity Market Neutral Fund Sleeve,fund,long,14.447,14.447,14.447,14.447,fund,0.022846904234196976,0.022846904234196976,0.022846904234196976,Hedge Funds / Absolute Return,Equity Market Neutral,Multi-Strategy,Equity Market Neutral,Global / Multi-region,Non-classifiable,Semi-Liquid,MKTNEUT,mandate_proxy,proxy
2023-07-31,H_MSFT,H_MSFT,Microsoft,equity,long,7.7561,7.7561,7.7561,7.7561,equity,0.01226572118300375,0.01226572118300375,0.01226572118300375,Global Public Equities,US Mega-cap Technology,Information Technology,Software,North America,Mega Cap,Liquid,MSFT,direct,direct
2023-07-31,H_NQ_SHORT,H_NQ_SHORT,Nasdaq Overlay Short Future,future,short,1.5512,-9.3072,9.3072,-9.3072,signed_notional,0.002453112608021482,0.014718675648128891,-0.014718675648128891,Global Public Equities,Technology Overlay,Information Technology,Equity Index Future,North America,Mega Cap,Liquid,QQQ,underlying_proxy,proxy
2023-07-31,H_NVDA,H_NVDA,NVIDIA,equity,long,6.2049,6.2049,6.2049,6.2049,equity,0.009812608574982269,0.009812608574982269,0.009812608574982269,Global Public Equities,US Semiconductor Growth,Information Technology,Semiconductors,North America,Mega Cap,Liquid,NVDA,direct,direct
2023-07-31,H_PDD,H_PDD,PDD Holdings ADR,equity,long,5.5355,5.5355,5.5355,5.5355,equity,0.008754000026884291,0.008754000026884291,0.008754000026884291,Global Public Equities,China Internet ADR,Consumer Discretionary,Broadline Retail,Greater China,Large Cap,Liquid,PDD,direct,direct
2023-07-31,H_PF_APAC_LOGISTICS,H_PF_APAC_LOGISTICS,APAC Logistics Real Estate Fund,private_fund,long,6.8377,6.8377,6.8377,6.8377,private_fund,0.010813336823019912,0.010813336823019912,0.010813336823019912,Real Estate,APAC Logistics,Industrial Real Estate,APAC Logistics,Japan,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_APEX_SECONDARIES_II,H_PF_APEX_SECONDARIES_II,Apex Secondaries Fund II,private_fund,long,16.1122,16.1122,16.1122,16.1122,private_fund,0.025480299744045722,0.025480299744045722,0.025480299744045722,Private Equity,Secondaries,Diversified / Secondaries,Secondaries,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_ATLAS_COINV_I,H_PF_ATLAS_COINV_I,Atlas Co-Investment Fund I,private_fund,long,17.7235,17.7235,17.7235,17.7235,private_fund,0.028028456232767368,0.028028456232767368,0.028028456232767368,Private Equity,Co-investment,Business Services,Co-investment,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_BLUE_HORIZON_III,H_PF_BLUE_HORIZON_III,Blue Horizon Ventures III,private_fund,long,14.2323,14.232300000000002,14.232300000000002,14.232300000000002,private_fund,0.022507371435755635,0.022507371435755635,0.022507371435755635,Venture Capital / Growth,US Technology VC,Information Technology,US Technology VC,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_CLIMATE_ALPHA,H_PF_CLIMATE_ALPHA,Climate Alpha Fund,private_fund,long,11.8603,11.8603,11.8603,11.8603,private_fund,0.018756221934577863,0.018756221934577863,0.018756221934577863,Venture Capital / Growth,Climate Technology,Climate / Industrials,Climate Technology,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_COVE_SPECIALTY_FIN,H_PF_COVE_SPECIALTY_FIN,Cove Specialty Finance Fund,private_fund,long,11.6915,11.6915,11.6915,11.6915,private_fund,0.018489276725556444,0.018489276725556444,0.018489276725556444,Private Credit,Specialty Finance,Financials,Specialty Finance,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_CRESCENT_DIRECT_LEND,H_PF_CRESCENT_DIRECT_LEND,Crescent Direct Lending Fund,private_fund,long,16.7021,16.7021,16.7021,16.7021,private_fund,0.026413184689553636,0.026413184689553636,0.026413184689553636,Private Credit,Senior Direct Lending,Diversified Credit,Senior Direct Lending,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_DIGITAL_INFRA,H_PF_DIGITAL_INFRA,Horizon Digital Infrastructure Fund,private_fund,long,6.7323,6.7323,6.7323,6.7323,private_fund,0.010646654210277865,0.010646654210277865,0.010646654210277865,Infrastructure,Digital Infrastructure,Diversified,Digital Infrastructure,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_DRAGONBRIDGE,H_PF_DRAGONBRIDGE,DragonBridge Greater China Fund,private_fund,long,22.5571,22.5571,22.5571,22.5571,private_fund,0.03567245127024327,0.03567245127024327,0.03567245127024327,Private Equity,Asia Buyout / Greater China,Consumer / Industrials,Asia Buyout / Greater China,Greater China,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_GLOBAL_GROWTH_II,H_PF_GLOBAL_GROWTH_II,Redwood Growth Fund II,private_fund,long,15.8137,15.8137,15.8137,15.8137,private_fund,0.025008243198471707,0.025008243198471707,0.025008243198471707,Venture Capital / Growth,Global Growth Equity,Information Technology / Consumer,Global Growth Equity,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_HARBOR_PEAK_V,H_PF_HARBOR_PEAK_V,Harbor Peak Partners V,private_fund,long,24.1684,24.1684,24.1684,24.1684,private_fund,0.038220607758964915,0.038220607758964915,0.038220607758964915,Private Equity,Secondaries,Diversified / Secondaries,Secondaries,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_HARBOUR_CORE_RE,H_PF_HARBOUR_CORE_RE,Harbour Core Real Estate Fund,private_fund,long,17.0943,17.0943,17.0943,17.0943,private_fund,0.02703342112899795,0.02703342112899795,0.02703342112899795,Real Estate,Core Real Estate,Real Estate,Core Real Estate,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_HOME_MULTIFAMILY,H_PF_HOME_MULTIFAMILY,HomeStone Multifamily Fund,private_fund,long,10.2566,10.2566,10.2566,10.2566,private_fund,0.016220084305978037,0.016220084305978037,0.016220084305978037,Real Estate,US Multifamily,Residential Real Estate,US Multifamily,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_INDIA_DIGITAL,H_PF_INDIA_DIGITAL,Indigo India Digital Growth Fund,private_fund,long,9.4882,9.4882,9.4882,9.4882,private_fund,0.015004914290503756,0.015004914290503756,0.015004914290503756,Venture Capital / Growth,India Digital Growth,Information Technology,India Digital Growth,India,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_INFRA_CORE,H_PF_INFRA_CORE,Evergreen Core Infrastructure Fund,private_fund,long,10.0984,10.0984,10.0984,10.0984,private_fund,0.015969902243968628,0.015969902243968628,0.015969902243968628,Infrastructure,Core Infrastructure,Infrastructure,Core Infrastructure,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_LIONROCK_CREDIT,H_PF_LIONROCK_CREDIT,LionRock Asia Private Credit Fund,private_fund,long,13.7793,13.7793,13.7793,13.7793,private_fund,0.021790984115336774,0.021790984115336774,0.021790984115336774,Private Credit,Asia Private Credit,Diversified Credit,Asia Private Credit,Southeast Asia,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_METRO_LOGISTICS,H_PF_METRO_LOGISTICS,Metro Logistics Fund,private_fund,long,10.6839,10.6839,10.6839,10.6839,private_fund,0.01689582890203759,0.01689582890203759,0.01689582890203759,Real Estate,Logistics Real Estate,Industrial Real Estate,Logistics Real Estate,Southeast Asia,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_NORTHSTAR_IV,H_PF_NORTHSTAR_IV,Northstar Buyout Fund IV,private_fund,long,28.1964,28.196399999999997,28.196399999999997,28.196399999999997,private_fund,0.04459060362352818,0.04459060362352817,0.04459060362352817,Private Equity,Buyout,Industrials,Buyout,North America,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_RENEWABLES_II,H_PF_RENEWABLES_II,SolarBridge Renewables Fund II,private_fund,long,8.4154,8.4154,8.4154,8.4154,private_fund,0.013308357298571416,0.013308357298571416,0.013308357298571416,Infrastructure,Renewables,Utilities / Infrastructure,Renewables,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_SEEDSPRING_I,H_PF_SEEDSPRING_I,SeedSpring Southeast Asia VC Fund I,private_fund,long,7.9068,7.9068,7.9068,7.9068,private_fund,0.012504042527787682,0.012504042527787682,0.012504042527787682,Venture Capital / Growth,Southeast Asia VC,Information Technology / Consumer,Southeast Asia VC,Southeast Asia,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_PF_SPRING_OPP_CREDIT,H_PF_SPRING_OPP_CREDIT,Spring Point Opportunistic Credit Fund,private_fund,long,14.1968,14.1968,14.1968,14.1968,private_fund,0.022451230707555038,0.022451230707555038,0.022451230707555038,Private Credit,Opportunistic Credit,Special Situations Credit,Opportunistic Credit,Global / Multi-region,Non-classifiable,Illiquid,,mandate_proxy,proxy
2023-07-31,H_QAI,H_QAI,Multi-Strategy Liquid Alternatives ETF Proxy,etf,long,6.3206,6.3206,6.3206,6.3206,etf,0.009995579906047304,0.009995579906047304,0.009995579906047304,Hedge Funds / Absolute Return,Multi-Strategy Absolute Return,Multi-Strategy,Absolute Return,Global / Multi-region,Non-classifiable,Liquid,QAI,benchmark_proxy,proxy
2023-07-31,H_QQQ,H_QQQ,Invesco QQQ Trust,etf,long,18.6146,18.6146,18.6146,18.6146,etf,0.02943766758205046,0.02943766758205046,0.02943766758205046,Global Public Equities,US Technology / Growth,Information Technology,Growth / Technology ETF,North America,Mega Cap,Liquid,QQQ,lookthrough,lookthrough
2023-07-31,H_SPY,H_SPY,SPDR S&P 500 ETF,etf,long,31.0243,31.0243,31.0243,31.0243,etf,0.04906272658911866,0.04906272658911866,0.04906272658911866,Global Public Equities,US Large Cap Core,Multi-Sector / Diversified,Broad Market ETF,North America,Multi Cap,Liquid,SPY,lookthrough,lookthrough
2023-07-31,H_SPY_PUT,H_SPY_PUT,S&P 500 Protective Put Overlay,listed_option,long,1.5512,-6.2048,9.3072,-6.2048,delta_adjusted_exposure,0.002453112608021482,0.014718675648128891,-0.009812450432085928,Global Public Equities,Options Overlay,Multi-Sector / Diversified,Equity Index Option,North America,Multi Cap,Liquid,SPY,underlying_proxy,proxy
2023-07-31,H_TLT,H_TLT,iShares 20+ Year Treasury Bond ETF,etf,long,13.0488,13.0488,13.0488,13.0488,etf,0.02063575025757524,0.02063575025757524,0.02063575025757524,Fixed Income & Liquid Credit,Long Duration Treasuries,Fixed Income / Sovereign,Government Bonds,North America,Non-classifiable,Liquid,TLT,benchmark_proxy,proxy
2023-07-31,H_VNQ,H_VNQ,US Listed REIT ETF Proxy,etf,long,5.4176,5.4176,5.4176,5.4176,etf,0.008567549552099782,0.008567549552099782,0.008567549552099782,Hedge Funds / Absolute Return,Listed Real Estate,Real Estate,REITs,North America,Mid Cap,Liquid,VNQ,lookthrough,lookthrough
2023-08-31,H_2800HK,H_2800HK,Tracker Fund of Hong Kong ETF,etf,long,11.1312,11.1312,11.1312,11.1312,etf,0.01743855139956313,0.01743855139956313,0.01743855139956313,Global Public Equities,Hong Kong Broad Market,Multi-Sector / Diversified,Hong Kong Equity ETF,Greater China,Large Cap,Liquid,2800.HK,lookthrough,lookthrough
2023-08-31,H_ACWI,H_ACWI,iShares MSCI ACWI ETF,etf,long,16.2789,16.2789,16.2789,16.2789,etf,0.025503129436030995,0.025503129436030995,0.025503129436030995,Global Public Equities,Global Equity Core,Multi-Sector / Diversified,Broad Market ETF,Global / Multi-region,Multi Cap,Liquid,ACWI,lookthrough,lookthrough
2023-08-31,H_AGG,H_AGG,iShares Core US Aggregate Bond ETF,etf,long,22.51,22.51,22.51,22.51,etf,0.03526500215647604,0.03526500215647604,0.03526500215647604,Fixed Income & Liquid Credit,US Aggregate Bonds,Fixed Income / Credit,Aggregate Bonds,North America,Non-classifiable,Liquid,AGG,benchmark_proxy,proxy
2023-08-31,H_BABA,H_BABA,Alibaba ADR,equity,long,6.4932,6.4932,6.4932,6.4932,equity,0.010172488316411824,0.010172488316411824,0.010172488316411824,Global Public Equities,China Internet ADR,Consumer Discretionary,Broadline Retail,Greater China,Large Cap,Liquid,BABA,direct,direct
2023-08-31,H_BIL,H_BIL,SPDR 1-3 Month T-Bill ETF,etf,long,7.5033,7.5033,7.5033,7.5033,etf,0.011754948497587145,0.011754948497587145,0.011754948497587145,Fixed Income & Liquid Credit,Treasury Bills,Fixed Income / Sovereign,Treasury Bills,North America,Non-classifiable,Liquid,BIL,benchmark_proxy,proxy
2023-08-31,H_BRKB,H_BRKB,Berkshire Hathaway Class B,equity,long,9.4906,9.4906,9.4906,9.4906,equity,0.01486832649783436,0.01486832649783436,0.01486832649783436,Global Public Equities,US Quality Compounder,Financials,Multi-Sector Holdings,North America,Mega Cap,Liquid,BRK.B,direct,direct
2023-08-31,H_CASH_HKD,H_CASH_HKD,HKD Working Capital,cash,long,2.3101,2.3101,2.3101,2.3101,cash,0.0036190884709762453,0.0036190884709762453,0.0036190884709762453,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2023-08-31,H_CASH_JPY,H_CASH_JPY,JPY Treasury Buffer,cash,long,1.5401,1.5401,1.5401,1.5401,cash,0.002412777868555697,0.002412777868555697,0.002412777868555697,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2023-08-31,H_CASH_OPS_USD,H_CASH_OPS_USD,USD Operating Cash,cash,long,11.5506,11.5506,11.5506,11.5506,cash,0.018095599018595827,0.018095599018595827,0.018095599018595827,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2023-08-31,H_CASH_RESERVE_USD,H_CASH_RESERVE_USD,USD Liquidity Reserve,cash,long,4.3315,4.3315,4.3315,4.3315,cash,0.006785888797902085,0.006785888797902085,0.006785888797902085,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2023-08-31,H_CASH_SGD,H_CASH_SGD,SGD Near-Term Reserve,cash,long,1.9251,1.9251,1.9251,1.9251,cash,0.0030159331697659714,0.0030159331697659714,0.0030159331697659714,Cash & Liquidity,Cash Accounts,Cash,Cash,Global / Multi-region,Non-classifiable,Cash,,direct,direct
2023-08-31,H_CNYA,H_CNYA,iShares MSCI China A ETF,etf,long,7.4208,7.4208,7.4208,7.4208,etf,0.011625700933042086,0.011625700933042086,0.011625700933042086,Global Public Equities,China A-Shares,Multi-Sector / Diversified,China A-Shares ETF,Greater China,All Cap,Liquid,CNYA,lookthrough,lookthrough
2023-08-31,H_DBC,H_DBC,Broad Commodities ETF Proxy,etf,long,7.271,7.271,7.271,7.271,etf,0.011391018688571179,0.011391018688571179,0.011391018688571179,Hedge Funds / Absolute Return,Commodities,Commodities,Broad Commodities,Global / Multi-region,Non-classifiable,Liquid,DBC,benchmark_proxy,proxy
2023-08-31,H_DBMF,H_DBMF,Managed Futures ETF Proxy,etf,long,9.0887,9.0887,9.0887,9.0887,etf,0.014238695028856673,0.014238695028856673,0.014238695028856673,Hedge Funds / Absolute Return,Managed Futures,Multi-Strategy,Managed Futures,Global / Multi-region,Non-classifiable,Liquid,DBMF,benchmark_proxy,proxy
2023-08-31,H_EEM,H_EEM,iShares MSCI Emerging Markets ETF,etf,long,5.6976,5.6976,5.6976,5.6976,etf,0.008926071803053659,0.008926071803053659,0.008926071803053659,Global Public Equities,Emerging Markets Core,Multi-Sector / Diversified,EM Equity ETF,Global / Multi-region,All Cap,Liquid,EEM,lookthrough,lookthrough
2023-08-31,H_EMB,H_EMB,iShares Emerging Markets Bond ETF,etf,long,7.5033,7.5033,7.5033,7.5033,etf,0.011754948497587145,0.011754948497587145,0.011754948497587145,Fixed Income & Liquid Credit,EM Sovereign / Credit,Fixed Income / Credit,EM Debt,Global / Multi-region,Non-classifiable,Liquid,EMB,benchmark_proxy,proxy
